first_name,last_name,street_num,address_1,address_2,suburb,postcode,state,DOB,SSN
 tristan, mckinnell,125, lumholtz place, norillee, bayonet head,3939, tas,19730618,7140664
 andrew, gaskin,17, trenwith close, merrydale, turner,4567, nsw,19021013,1066355
 flynn, lydon,79, heard street, sennocke, ashfield,2285, vic,19631207,6564471
 cassandra, eng,117, city walk, moondani, sefton,3207, vic,19570716,1718688
 catherine, newport,13, hawkesbury crescent, nedlyn, pinjarra,4870, vic,19580901,1828218
 marianne, adair,24, mcclelland avenue, colefield cvn park, warrandyte,2217, nsw,19910122,7356931
 annalise, ma,6, namatjira drive, point cook home, stroud,6535, nsw,19270608,2160321
 luke, broadhead,44, sewell place, golden down, waterloo corner,3123, qld,19571018,8632021
 angelina, campbell,161, jackie howe crescent, bugoren, woorim,6052, nsw,19531108,8948230
 harriet, jean,184, gooreen street, ordview estate, greensborough,5097, nsw,19600312,4399358
 , garanggar,28, may maxwell crescent, springetts arcade, forest hill,2324, vic,19921016,1366884
 jessica, zimmermann,25, fairweather circuit, burnie north west private hospital, brighton,4211, vic,19370426,2620091
 vincent, braithwaite,29, tweed place, brileen, cabramatta,5051, vic,19740815,8052521
 hannah, bansemer,3, owen crescent, glynstan, lemnos,3065, nsw,19380604,8798025
 aidan, hamdan,163, bacchus circuit, mermaid plaza dental centre (cnr gold co, mitcham,2710, qld,19101119,1603791
 abigail, paterson,2, bega flats, bowen park, blakehurst,4151, tas,19021218,4253487
 chelsea, ,18, crisp circuit, walnut grove estate, seven hills,6311, nsw,19040215,4172892
 blayke, browne,1, gosse street, , cape paterson,4215, vic,19210917,7165012
 ashley, webb,39, wilkins street, , reynella,7315, wa,19670423,7920236
 chloe, white,101, goldstein crescent, brentwood vlge, stoneyford,2212, nsw,19181228,5862107
 lucas, binns,15, cordeaux street, , malvern east,4014, sa,19131007,1973817
 emiily, mac onochie,6, temperley street, kerradan, andergrove,2326, sa,19440717,6618917
 timara, campbell,12, mowle place, ruffenuff, paralowie,2141, qld,19820408,1798782
 harriet, paterson,5, smiths road, jaybees, ringwood east,6012, nsw,19321027,3012880
 hamish, chandler,9, eton place, allanvale, bribie island,2831, tas,19871001,3981694
 william, corrie,17, degraves crescent, sec 1, parkinson,4741, nsw,19610614,5150424
 isaac, riddell,20, ern florence crescent, villa 147 henry kendall bayside, concord west,5042, nsw,19210805,
 nicholas, george,10, hall street, rhode island resort, brighton,3264, nsw,19920715,3273376
 olivia, iacopetta,45, arnot place, windellama est, point turton,4556, qld,19740702,5166554
 lauren, ferri,121, hedger street, katherine low leve, banyo,3150, wa,19440118,9553756
 steven, pwa,39, weatherburn place, , malvern,7315, qld,19620819,1623496
 emiily, hingston,15, paul coe crescent, hawkesbury road, mooroolbark,2565, sa,19711219,6897463
 reegan, noble,4, kauper street, poplars, carlingford,7173, vic,19501211,7625184
 meg, newel,23, steele street, kubin village, yenda,3202, nsw,19610112,2538798
 brody, nguyen,93, , mt derriwong, lauderdale,2135, wa,19970629,2691340
 juliana, watkin,18, feint street, laura pengilly wing, doubleview,4032, qld,19710311,8665714
 benjamin, rankine,34, anstey street, forest hills, broome,3140, nsw,19120704,2412111
 tiarna, white,1, faucett street, dallyn, childers,4880, qld,19310412,3803605
 jack, akkermans,149, spofforth street, willera, broken hill,5157, wa,19130710,8370439
 clodagh, campain,37, captain cook crescent, glen appin, wattle flat,4870, nsw,19281101,5067638
 lily, clarke,66, , sun village, magill,3204, vic,19200906,6916349
 natalia, maczkowiack, , badcoe street, berkeley vlge, south turramurra,3199, vic,19830221,3152282
 emiily, rankine,32, blackham street, sapri, campbelltown,5068, vic,19060404,3688640
 alisha, winfield,17, guerin place, gummy gully, altona north,3561, nsw,19760414,8806168
 maya, nevin,351, rapanea street, chelsea house, evanston,2033, ,19220204,9920408
 charles, sarny,34, esperance street, brentwood vlge, thornbury,3212, qld,19971014,3125264
 blake, de courcey,26, ellerston avenue, rosehill, bowral,3090, qld,19890504,1219082
 pearson, reid,19, hodgkinson street, marebone, woodcroft,4815, nsw,19101109,
 bradley, pegg,1, gask place, swanleigh, toukley,5600, qld,19190625,8214409
 connor, orpwood,171, domain street, brampton, parkdale,2040, vic,19870522,2514560
 finn, eckersley-maslin,2, ebden street, kondalilla, harden,6564, nsw,19360522,9218750
 james, worsley,1, pike place, melaleuca, broadmeadows,4818, nt,19651211,5706752
 jessica, fabel,28, hilder street, mount beauty, glenlee,2116, sa,19140806,5932691
 james, reece,35, delprat circuit, villa 5, woorinen,4870, qld,19730623,1718031
 emiily, cobbin,3, knox street, robina, camperdown,2230, wa,19991209,9931751
 holly, koteschel,1, torrens street, forest hills, toowoomba,6230, wa,19210307,5119507
 jake, bradshaw,75, scantlebury crescent, bendigo retirement village, brooklyn,4171, wa,19210731,9605426
 bridget, rippingille,11, , south punyelroo, como,6152, vic,19200930,1882529
 thomas, leong,124, , tilburoo, wantirna,3064, qld,19670430,2292707
 laura, newey,6, archibald street, , harris park,3006, wa,19570428,5725917
 katelin, wheatley,35, blakey close, derwent wtrs, hackham west,4515, ,19130924,2489779
 elizabeth, malcolmson,43, gaunson crescent, jormaizee, werrington,2540, wa,19550528,4104314
 kazuki, white,65, maranboy street, springdale, marrara,2220, wa,19101205,4980306
 richard, keatch,34, , belvedere, mount pleasant,2168, qld,19980216,8117319
 taliah, carmody,37, carstensz street, frank jeffrey hostel, blakeview,3094, vic,19940123,8622255
 aiden, roche,48, eppalock street, elmwood, port lincoln,4573, wa,19400329,6195026
 aiden, krishnan,34, zadow place, the meadows, ,3355, qld,19670810,2542394
 blake, white,198, boldrewood street, winter park, nunawading,2067, sa,19180815,5832531
 leah, averis,27, macrobertson street, brentwood vlge, mona vale,2076, nsw,19150220,1890261
 lachlan, hukowskyj,18, laidley place, mariah, adamstown,2137, nsw,19821022,2246928
 max, jolly,23, buvelot street, raaf, mooloolaba,3156, wa,19070819,8870856
 tynan, laning,325, neeld place, rockview, lalor,6071, qld, ,5239410
 holly, feast,21, dorrit black crescent, the stockyards, burnie,6063, vic, ,8284375
 harriet, doogue,4, mugga lane, concept, matraville,3194, qld,19091014,4166027
 lucas, thorpe,25, port jackson circuit, , eimeo,6255, sa,19320715,2374689
 jacob, richmond,195, flack street, cadagi grove, berwick,5109, nsw,19820727,7932680
 joshua, fogliano,522, hawdon street, francis chambers, bonville,6167, qld,19290927,3505678
 maddison, mahon,62, ellenborough street, brentwood vlge, east gordon,2224, qld,19381111,9640898
 sophie, haythorpe,12, bamford street, kioma, alligator creek,6230, sa,19670909,3361594
 joshua, cloke,11, mcquade close, malinga, kyabram,2650, ,19640531,9168763
 caitlin, dolan,55, lawrence wackett crescent, garden settlement, beaumaris,2193, wa,19571211,7745058
 ruby, ackermans, , luehmann street, mt pleasant, tongala,2640, nsw,19090322,9034954
 tiahnee, moody,40, miethke place, winterwood, north ward,3806, nsw,19130426,4744397
 ethan, green,1, masonic birks place, ridgebrook, aspendale gardens,2069, wa,19520318,8666305
 pace, hindmarch,12, clisby close, florina park, bondi junction,4034, nsw,19140616,9203492
 blake, doray,2, muresk street, , st albans,2305, qld,19410221,6927749
 timothy, botham,21, grund place, brentwood vlge, robina,2603, vic,19200714,2476704
 jake, doody,193, frew close, howie circuit, darlington,3875, vic,19370321,1546559
 destynii, hope,24, barunga street, villa 3, st peters,4061, nsw,19210430,6586920
 georgia, carbone,20, ross smith crescent, medical centre, southbank,3070, vic,19910825,4433630
 renee, browne,215, vale place, , warrandyte,2251, nsw,19490724,9563421
 marlee, ryan, , brittlebank circuit, yulunga, ringwood,7248, sa,19180126,4573130
 luke, mcphie,20, wheadon street, beltunga, christmas creek,6058, nsw,19110123,8869942
 kayla, twigg-patterson,3, mcclelland avenue, craigie-lea, ringwood east,2071, nsw,19290118,7885517
 noah, white,804, caladenia street, sec 437, molong,2119, wa,19040118,9864936
 zachary, callahan,46, barwell place, rosedale, noble park,2710, tas,19210719,5212104
 elizabeth, noble,167, rosebery street, glenmore, eatons hill,2485, vic,19820730,7294023
 macormack, campbell,21, shipard place, demountable bldg, brighton,2546, qld,19640101,3116298
 isaac, white,15, jarman place, sherwood, o'sullivan beach,2303, nsw,19460105,6983162
 samantha, chandler,183, macnamara place, st johnof god hospital, greenwith,2047, wa,19011201,6692802
 millane, laundon,14, forbes street, red cross units, auburn,2035, nsw,19640213,6060013
 jenna, neumann,22, percy crescent, , lennox head,5043, qld,19821024,7587719
 luke, dixon,14, , roskhill, barmera,6027, vic,19710422,8114472
 fergus, sherin,3, whitford place, locn 2093, mulwala,6064, nsw,19950727,1284784
 jack, paterson, , herbert crescent, fourways, north pinjarra,2261, nsw,19830817,3374161
 keira, zawistowski,18, symers street, irrigation farm, kirribilli,7112, vic,19781026,4217543
 matisse, kromwyk,14, charterisville avenue, phillip lodge, toowoomba,2880, nsw,19190122,1739657
 kierra, ninchich,57, mehaffey crescent, old farm, northmead,3028, wa,19530926,2089030
 lily, hage,33, piddington street, ocean star villas, ballina,3204, vic,19550103,6486441
 natalia, mccarthy,10, vogelsang place, albion heights, blair athol,6018, act,19841123,4528680
 carlin, crouch,462, mclachlan crescent, lakeview court, alice springs,3174, qld,19651223,4263375
 harry, bishop,5, darwinia terrace, craigston l1bg, glenmore park,4380, wa,19781114,7781607
 lauren, mellick,54, lewis luxton avenue, , cooks hill,2161, qld,19561107,9988724
 jacob, gillard,25, batchelor street, villa 2, rossmore,3910, vic,19970424,9592273
 riley, mercorella,16, emery street, yarrambah, kununurra,2048, qld,19541031,6022838
 erin, matthews,37, pocket avenue, kangaroo grnd, goodna,3160, nsw,19960529,7562147
 thomas, bullock,5, mccawley street, yarrabin, oakleigh,2448, nsw,19260922,2517453
 sebastian, papageorgiou,129, carstensz street, belgravia, cherrybrook,2479, vic,19570326,5979503
 laura, ,82, doyle terrace, polynesian village, stretton,3103, nsw,19200221,1808199
 tahlia, wotton,11, darby street, greenacres caravan park, lindfield,2206, nsw,19250907,1825836
 henry, greenhalgh,2, elizabeth crescent, murray vale u p a, shorncliffe,4516, wa,19670212,3335029
 joshua, moody,15, glover street, el-woodaro, warren,2304, qld,19580620,9224762
 sean, blackwell,2722, may maxwell crescent, gleeson park, stratford,5201, qld, ,3485540
 nathan, weaver,4, tenison-woods circuit, , glenmore park,2776, vic,19881101,4634662
 anastasia, longman,10, wassell place, glenarthur, coffs harbour,812, qld,19390813,7175344
 tayah, zimmermann, , vickery street, kootingal, buddina,6330, vic,19810827,4538744
 cameron, shepherd,91, mckinlay street, pindara medical centre, bonnyrigg,2075, nsw,19690127,6756281
 zachary, bradshaw,106, totterdell street, barossa village, colo vale,3444, qld,19151219,6773972
 xanthe, fullgrabe,7, learmonth drive, , toowoomba,3803, vic,19841012,7525802
 ella, rollins,31, weston street, blue hills, kelmscott,3304, qld,19930802,6211133
 brooke, lock,5, godfrey street, noosa village shopping centre, goonellabah,2446, qld,19201008,1614256
 hannah, miles,1, majura avenue, locn 2916, kialla,2617, qld,19100504,1629688
 sienna, kilby,21, archdall street, yoorana, st albans,2090, qld,19940203,8614284
 lachlan, mccarthy,9, william hudson crescent, sheep station, greensborough,2190, qld,19960516,1946829
 ellie, coleman,8, gurney place, sec 479, dover gardens,6018, vic,19941205,1547145
 delaney, kiernan,3, weavell place, tilbrook, robina,7018, tas,19180423,8250056
 katherine, hyland,16, kootingal street, , montmorency,3023, nsw,19400714,9161147
 bethany, white,24, horrocks street, hybernia park, bittern,3075, vic,19910219,8903580
 caleb, quill,9, rosebery street, laura pengilly wing, granville,5007, nsw,19040203,8733587
 matthew, egan,80, eve place, alawah, toowoomba,3377, sa,19040522,1160317
 madeline, jolly,6, , crown allot, lilli pilli,2546, nsw,19280509,9133348
 adam, boeyen,200, belconnen way, dolphin arcade, underdale,3188, nsw,19440418,1726023
 william, matthews,154, victoria street, , hughes,2134, wa,19940831,2176052
 jacob, hewson,32, hambidge crescent, telooma, tallangatta,2800, qld,19460104,3624543
 , vincent,47, kent street, blue hills, forest hill,4655, vic,19190304,5807175
 christian, reid,10, britten-jones drive, honey patch, moe,2250, wa,19870501,2773283
 damien, garnett,4, narrabundah lane, laure, penola,6168, nsw,19480129,7916610
 julia, clarke,180, marconi crescent, hamilton park, whitfield,2642, wa, ,8460647
 alicia, heron,262, verbrugghen street, oxley's way, mount helen,2560, qld,19320131,7028101
 aiden, maynard,21, mcclure street, , bellevue hill,2021, nsw,19960105,3310706
 amber, crouch,75, crisp street, manning village, kyabram,2648, vic,19010309,2336725
 georgina, wedmaier,7, duffy street, glendora, eulo,2020, qld,19410630,4581426
 , ongkiko,15, murray crescent, rowethorpe, corowa,6156, nsw,19740627,8899763
 rachael, widdup,19, gurrang avenue, clanville, sale,2176, qld,19820620,6879955
 william, webb, , lambell close, whispering pines, sorell,7322, qld,19131101,2839312
 amber, coleman,6, matson street, altona, mount isa,2121, wa,19050907,2464697
 lia, voulgaridis,19, kingsford smith drive, glenavon, mosman,6158, nsw,19960531,3691075
 vendula, coleman,21, currong street, cherrymount, riverwood,2526, vic,19940114,6675466
 eloise, cherini,9, northmore crescent, skerman chambers, joondanna,3350, vic,19220725,8822107
 courtney, benger,15, callaway crescent, flight springs, canterbury,6059, qld,19101114,3489916
 lauren, jeffries,154, endeavour street, bangaroo (cnr willowvale r road, patonga,2190, wa,19850503,4934969
 pakita, o'shannessy,83, handasyde street, villa 3, torquay,4878, qld,19270218,8599006
 aneka, milburn,267, wilkins street, clisby farm, kuraby,2715, qld,19171108,4533360
 jaiden, o'flynn,9, eve place, pioneer lodge, goovigen,6163, nsw,19330911,4353748
 lachlan, shepherd,1, grainger circuit, willandra, adaminaby,7250, nsw,19080122,3139543
 shandril, tinfina,437, stuart street, bodyworks healing centre, glenhaven,4737, nsw,19880220,2185877
 tiana, worthington-eyre,24, hassell place, governors resort, corrimal,6112, qld,19171101,3674431
 india, meddings-blaskett,166, james smith circuit, glenview, hughes,2540, nsw,19730602,7857279
 olivia, allanby,9, douglass place, , dalby,6324, vic,19830328,9889496
 , webb,168, booroondara street, the willows, lakes entrance,3179, vic,19911219,6504363
 noah, reid,46, truscott street, mckail, dulwich hill,2049, qld,19421216,9564581
 charlotte, crossman,19, collings street, ahc house, botany,6564, nsw,19221220,3932172
 irene, morrison,16, maitland street, the mall, burleigh heads,4077, vic,19650804,9676215
 annabelle, dixon,4, fitzroy street, , dulwich hill,3666, vic,19770517,4868604
 ella, richmond,2, investigator street, mynora, crestmead,4306, nsw,19000112,6508977
 robert, leane,8, green street, court units, broadbeach waters,4128, vic,19880611,3938828
 carlin, flannery,67, namadgi circuit, regal oaks retirement vlge, swan hill,4101, vic,19240419,3896653
 georgia, hantke,215, hovea street, , cromer,3199, vic,19260708,1055098
 blake, groenier,29, meredith circuit, summer hill, burleigh waters,4674, nsw,19510119,1447437
 scott, buterfield,116, crozier circuit, uc-dai-loi, noble park,2213, qld,19230731,9102056
